-0.7808,-0.11324
1.3595,-0.1174
1.4517,0.27285
-0.41644,-0.94114
0.17815,1.4909
1.1574,-0.45807
1.6198,-0.018726
0.4261,0.19381
1.1214,0.17328
0.29157,-0.15852
0.20511,-0.47057
-0.10292,-1.7141
1.2472,-0.14605
0.74045,1.1954
0.9041,0.19498
-0.91656,-1.0823
-0.81851,-0.94307
0.99532,0.13051
-1.5282,0.65571
-1.5857,0.32248
0.89861,1.4022
-0.5329,-0.4022
-0.051002,-0.97204
-1.871,-0.45135
-0.70564,-0.69672
1.9597,-0.70865
-1.672,-0.26623
1.0227,-0.72842
-0.66961,1.2186
0.37384,0.96613
1.7978,0.060729
-0.43432,2.2394
0.043579,0.012589
-0.82737,-0.75656
-0.32538,0.96858
-1.0294,0.6807
0.64171,1.6543
0.26867,1.616
0.89562,0.35955
-0.35201,-0.48996
-0.80347,-0.78224
1.3857,-0.49794
1.1355,-0.11378
0.18326,-1.1636
-1.2774,-1.1232
-0.75754,-1.2075
1.4542,-1.7756
-1.7247,-0.41044
0.64712,0.3167
0.39919,-0.5939
0.82375,-0.67253
-0.87418,0.92198
0.30949,-0.68867
1.2101,0.19738
1.1291,1.5062
1.7137,-0.22463
-0.951,-1.3011
-0.1777,-0.55051
-0.50589,-1.0891
-0.21904,0.52376
1.1794,1.4244
-0.43369,1.9786
-0.038111,-0.79058
-1.1584,0.38121
0.27162,-1.6
-0.26888,1.3707
0.29905,1.4941
-0.9735,-0.046973
-0.32257,-0.26362
-0.51085,1.5305
-1.7869,-1.4577
-0.069626,-0.89604
0.74023,1.5349
-1.5201,0.65952
-1.1169,0.15393
1.0495,-1.0524
-1.7946,-0.98046
-1.2461,0.10383
1.6014,-0.18274
-0.52044,1.2026
1.1794,0.58503
0.63751,1.1114
-0.32934,-0.95485
0.69789,1.0197
-1.0715,-0.03901
-0.52868,-1.0244
-1.4329,-1.1823
-0.17739,-1.453
-0.74762,-0.57011
-0.74733,-0.71958
0.97282,0.6533
0.0016784,0.26233
-1.0387,-0.035936
1.81,-0.21759
-0.36939,-0.98376
0.32053,0.39347
-1.8514,0.54479
1.0266,1.6072
0.31659,-1.1335
-0.02466,-1.4955
-0.98993,0.2311
-0.59826,-1.3514
0.18375,1.6995
0.81934,0.046239
-0.89708,-0.97167
-1.2301,-0.3357
-0.7868,-0.11321
0.83904,-0.081896
1.567,0.48344
-1.3867,-0.28249
-0.23001,1.9999
-1.8406,-0.86529
-1.8741,-1.0988
-1.9768,-0.87983
-0.23442,-0.65611
0.22244,0.21397
0.11206,0.2383
0.89639,-1.2731
0.90797,-0.50572
-0.25871,1.3374
1.1915,0.1126
0.32484,-0.15295
2.1774,1.1275
-0.55818,-1.7297
0.29073,1.3384
1.8044,1.3171
-0.012678,-1.1227
2.031,0.98364
0.731,1.7405
1.1571,0.84702
1.4231,1.493
-1.551,-1.595
0.92272,0.24555
-0.33003,0.3011
-0.51355,-1.0719
0.76926,0.77155
0.36906,0.49003
0.9754,-1.3444
-1.0484,0.21912
1.7304,1.6833
0.055373,-0.13947
1.148,-1.137
1.6599,0.67197
0.32765,0.5529
0.0066516,0.011805
0.5574,1.38
1.4623,-0.11099
1.188,-0.96605
-0.64159,-1.3495
0.80872,0.74066
1.4716,1.2057
0.094916,-1.5595
0.40382,0.0099855
0.21961,2.0809
-1.5133,-0.62639
0.16188,-0.7914
-0.24861,0.02337
-1.1031,0.32164
1.1384,-1.5726
1.3988,0.4304
0.031673,-0.82063
-1.2481,-0.68908
0.17651,-1.0714
1.5469,1.1025
0.14176,-0.69801
-1.887,-0.41758
-0.85036,-0.91999
-0.03384,1.5222
-0.32399,-1.0266
-0.052656,-0.74586
-0.2411,-0.37411
1.0967,0.13124
0.50689,1.0166
1.0942,-0.64317
0.52287,1.0525
-0.94119,0.97597
-0.66398,1.183
0.27097,-0.038155
0.48702,1.3334
-0.83556,0.95856
-1.6345,0.52418
2.0333,-0.42685
0.029212,-1.213
-1.1808,-0.75829
1.5179,-1.339
1.0955,0.73997
0.10069,1.9315
0.053324,-1.0184
0.53455,1.991
1.2224,0.32471
-0.43598,-0.95364
1.3058,1.6222
0.12167,0.59928
-0.78637,-0.6397
-1.2231,0.083578
-0.8562,-0.23466
0.24465,-0.68074
-0.0029396,0.51294
-1.4616,0.082911
-0.41512,-1.2959
0.82382,0.58666
-1.0714,-0.61609
0.92519,0.89528
-0.88564,-1.2681
-1.5289,0.67891
-0.65366,-1.02
1.0939,1.0263
-1.0366,1.0428
0.62742,0.23435
-0.74924,0.01009
-0.4744,0.26351
0.096598,-1.0642
0.97277,0.45654
-0.88896,-0.88412
-0.0062612,-0.95936
-1.5023,-1.2236
-0.85198,-0.59008
-0.30515,1.1774
1.0892,-1.5861
0.39321,1.6378
-0.13858,-0.36282
-1.8446,0.093183
1.2988,0.5551
-0.7285,1.4952
0.3411,-1.4284
-0.29501,-1.2243
-0.85288,0.3581
0.36964,1.0337
0.56868,1.443
0.35117,-0.040233
-0.95869,1.0709
-2.0934,-1.2221
-0.94602,1.0165
1.6347,-2.1572
-0.4091,0.34864
0.5704,1.4158
0.94247,0.24778
-0.8062,0.94121
-1.1223,-0.29652
0.0065983,-0.99376
0.4301,-0.65434
-0.86105,-0.97185
-0.63048,0.94882
-0.56502,-0.85269
-1.179,0.73223
-0.20089,0.072604
1.052,0.6512
-0.18695,-1.3826
0.42746,1.7654
1.3503,-1.5074
2.2037,1.2567
-0.58056,-1.3361
1.6498,0.040415
-0.17517,-0.909
-0.48785,-1.3062
0.67747,0.96414
-0.90442,0.95289
0.90919,0.11786
-0.22625,-1.0585
-1.1139,0.2758
1.4613,-1.0605
0.20545,-1.2805
-0.25482,0.38662
-0.82775,-0.82042
0.8507,1.4647
-0.065898,-1.3294
0.63547,0.55913
1.0538,-0.36193
-1.8113,-1.2112
-1.2076,-0.85428
0.75688,-0.20816
0.81199,0.70836
0.7254,1.3888
0.92625,0.97222
-0.10018,-1.0525
-1.0634,-1.0668
1.4891,1.5458
1.0838,0.088002
0.68983,1.57
-0.47214,-1.1575
0.68584,-0.18991
0.84622,1.8684
-0.7788,1.0888
-0.18316,1.1455
0.94499,0.30946
2.2699,0.28398
-1.0272,1.3082
-2.062,-1.2301
0.18965,0.96933
0.80178,0.85218
0.72413,-0.57405
-0.41278,0.05538
0.40488,-0.55507
-1.0334,-1.0923
-0.52916,0.36537
0.47075,2.029
-1.369,-0.17742
-0.0062115,1.5596
1.3488,-0.46149
0.25973,-1.1745
-0.5107,-0.73367
0.50118,0.055263
-0.54407,-0.83055
-1.5529,-1.0165
-0.022746,0.16322
-0.73145,-0.90615
1.0997,1.5757
1.4106,0.09066
0.45008,-0.10378
1.0078,1.8211
-1.6162,0.59348
-0.2904,0.69996
-0.71074,0.95999
-0.55461,-1.0169
-0.71697,0.45503
1.7476,0.016037
-0.23868,-1.1679
0.037898,-1.6385
2.2033,1.1391
-0.17453,-0.94554
1.432,0.4835
0.39559,-0.60611
-0.82895,1.0629
-0.60647,-0.99659
-0.63251,0.25688
-1.6331,-0.36254
-0.57241,1.1601
-0.12797,-1.141
0.042814,-1.043
-0.58161,-0.75229
1.4268,0.49784
1.223,-0.60719
-0.58003,-1.0917
1.4133,-1.4769
-0.56736,-1.1443
-1.7664,-0.9229
0.58205,0.23212
-0.91411,-0.52243
-1.5143,-0.248
1.0993,-0.31324
0.38791,1.6365
-0.18675,-0.26701
0.3182,1.3952
1.1982,0.069142
0.95311,0.71885
0.70093,0.56424
0.017872,-0.69987
-0.47891,0.071929
0.40915,1.7616
-1.5869,0.13848
-1.295,-0.23017
0.22876,1.628
0.38928,-0.8044
-1.2614,-0.45689
0.6164,-1.0708
-1.2015,0.4548
0.055056,1.3448
0.5224,1.46
-1.2034,0.93202
-0.07085,0.43863
1.525,0.35573
0.80472,1.2121
0.3572,-1.0729
-1.6012,0.68223
-0.073968,1.968
0.75834,-1.4517
1.3083,-1.8064
1.6175,-0.91923
